,Seed,Technique,Feature,Percentage,R2,RMSE
211,20,NN2,Temp,10,0.9731678932264852,0.1423828610366378
212,20,NN2,UR,10,0.9349384470417722,0.24369005761201457
213,21,NN2,Pres,10,0.9949612536618283,0.07072439159535703
214,21,NN2,Temp,10,0.954101877394125,0.1890847138677682
215,21,NN2,UR,10,0.9295502681332194,0.24842989394934437
216,22,NN2,Pres,10,0.9938289079280359,0.07606031705358923
217,22,NN2,Temp,10,0.9720117705769519,0.15059004473570325
218,22,NN2,UR,10,0.9321296601023749,0.24971827419826972
219,23,NN2,Pres,10,0.9939727680467727,0.07294994941444681
220,23,NN2,Temp,10,0.9633468244652469,0.16485559523846552
221,23,NN2,UR,10,0.9411807976755372,0.23084776100274484
222,24,NN2,Pres,10,0.9960107988024935,0.0634154757838394
223,24,NN2,Temp,10,0.9591149675305753,0.187517540902002
224,24,NN2,UR,10,0.9321296601023749,0.24971827419826972
225,25,NN2,Pres,10,0.9938289079280359,0.07606031705358923
226,25,NN2,Temp,10,0.9631588469964545,0.16449385079913695
227,25,NN2,UR,10,0.9318213455608018,0.24320208995192708
228,26,NN2,Pres,10,0.9947010503076852,0.07314056498882697
229,26,NN2,Temp,10,0.9631588469964545,0.16449385079913695
230,26,NN2,UR,10,0.9409918420528384,0.2283982959192631
231,27,NN2,Pres,10,0.995004653940866,0.0709731201979821
232,27,NN2,Temp,10,0.9674430058902284,0.16015294607047564
233,27,NN2,UR,10,0.934891060849729,0.23967015227359229
234,28,NN2,Pres,10,0.9953206379363909,0.0667016867951703
235,28,NN2,Temp,10,0.9697369807619644,0.1513197778425812
236,28,NN2,UR,10,0.9400883617157567,0.23912013654823056
237,29,NN2,Pres,10,0.9950054359752264,0.06937051107847987
238,29,NN2,Temp,10,0.9692390621989537,0.1512421133378521
239,29,NN2,UR,10,0.925338531137491,0.257278661973722
240,30,NN2,Pres,10,0.99498121369303,0.06726945271336399
241,30,NN2,Temp,10,0.9679035315288395,0.15550228346681974
242,30,NN2,UR,10,0.9345519692346371,0.25047419580913427
243,31,NN2,Pres,10,0.9952876473696417,0.06729996555421246
244,31,NN2,Temp,10,0.964226962930479,0.16144086244611527
245,31,NN2,UR,10,0.9351141507686925,0.2356698174621456
246,32,NN2,Pres,10,0.9933675610667431,0.08053276175151275
247,32,NN2,Temp,10,0.9672537205273203,0.1607255609417769
248,32,NN2,UR,10,0.9331895741833004,0.24294354116350161
249,33,NN2,Pres,10,0.9944068176094487,0.07149224292692814
250,33,NN2,Temp,10,0.9706814949041291,0.15346657049931658
251,33,NN2,UR,10,0.9289264977232407,0.2541503387639932
252,34,NN2,Pres,10,0.9930951595366535,0.08085304189792035
253,34,NN2,Temp,10,0.9742310945834848,0.14313354470774306
254,34,NN2,UR,10,0.9311693765796784,0.2398758144952932
255,35,NN2,Pres,10,0.9949612536618283,0.07072439159535703
256,35,NN2,Temp,10,0.9731678932264852,0.1423828610366378
257,35,NN2,UR,10,0.9383559752190531,0.23683444078158833
258,36,NN2,Pres,10,0.9910346822323303,0.09024773620809688
259,36,NN2,Temp,10,0.9712121841304436,0.14972001749967895
260,36,NN2,UR,10,0.9276291218313276,0.2519329950699642
261,37,NN2,Pres,10,0.9932329029509017,0.08108682013871672
262,37,NN2,Temp,10,0.9667792655076832,0.16002364687921236
263,37,NN2,UR,10,0.925610782009054,0.2561862778754227
264,38,NN2,Pres,10,0.9930951595366535,0.08085304189792035
265,38,NN2,Temp,10,0.9632494174073568,0.17204438794770446
266,38,NN2,UR,10,0.9337780920085332,0.24567472089171016
267,39,NN2,Pres,10,0.9942410877937949,0.0725180728388739
268,39,NN2,Temp,10,0.9647404662109774,0.1614263100254795
269,39,NN2,UR,10,0.9321296601023749,0.24971827419826972
270,40,NN2,Pres,10,0.9933789304555776,0.07622421913661344
271,40,NN2,Temp,10,0.9585654337538851,0.17479435830888657
272,40,NN2,UR,10,0.9313129597730336,0.25087139488663046
273,41,NN2,Pres,10,0.9939501865940824,0.07459445677729498
274,41,NN2,Temp,10,0.9674654010664822,0.15987267410180334
275,41,NN2,UR,10,0.9317489997526262,0.24874215936995345
276,42,NN2,Pres,10,0.9948435846205042,0.07084689865534545
277,42,NN2,Temp,10,0.9704120241143821,0.15150312532939877
278,42,NN2,UR,10,0.935523100093064,0.23518077778915622
279,43,NN2,Pres,10,0.9951625337707996,0.06811760898746816
280,43,NN2,Temp,10,0.9661288625943902,0.16329411422358323
281,43,NN2,UR,10,0.9379396127098107,0.2354127977364062
282,44,NN2,Pres,10,0.9944068176094487,0.07149224292692814
283,44,NN2,Temp,10,0.9674654010664822,0.15987267410180334
284,44,NN2,UR,10,0.9345519692346371,0.25047419580913427
285,45,NN2,Pres,10,0.9947552944639729,0.06543990945459201
286,45,NN2,Temp,10,0.9678713081741919,0.16396702626615403
287,45,NN2,UR,10,0.947012243195279,0.22241448393350974
288,46,NN2,Pres,10,0.9948723849729458,0.07275425707810802
289,46,NN2,Temp,10,0.9755056791393596,0.1417922004664295
290,46,NN2,UR,10,0.925338531137491,0.257278661973722
291,47,NN2,Pres,10,0.9948896758119327,0.06644124194721311
292,47,NN2,Temp,10,0.9639162915914045,0.16110354473794605
293,47,NN2,UR,10,0.9341386423197509,0.23368201437844874
294,48,NN2,Pres,10,0.9950882291445095,0.06939878376669492
295,48,NN2,Temp,10,0.9680217546625437,0.1590654049130158
296,48,NN2,UR,10,0.9451456969600106,0.22586669789397507
297,49,NN2,Pres,10,0.9937042163235233,0.07894929965100725
298,49,NN2,Temp,10,0.9686112350736393,0.16367545764584274
299,49,NN2,UR,10,0.925338531137491,0.257278661973722
300,0,NN2,Pres,25,0.991768020529511,0.08791549283770149
301,0,NN2,Temp,25,0.9646813196742368,0.1601909065764944
302,0,NN2,UR,25,0.9348079097990051,0.2439366377472369
303,1,NN2,Pres,25,0.9928109852353789,0.08229313379534611
304,1,NN2,Temp,25,0.9693752769830374,0.1553732857693501
305,1,NN2,UR,25,0.9312141429804874,0.24515426426342574
306,2,NN2,Pres,25,0.9941364078596278,0.0746536869066022
307,2,NN2,Temp,25,0.9699431018417697,0.1516870620019603
308,2,NN2,UR,25,0.9312141429804874,0.24515426426342574
309,3,NN2,Pres,25,0.9930898021496697,0.0825787938278789
310,3,NN2,Temp,25,0.9661808493534312,0.16492780171041785
311,3,NN2,UR,25,0.9290162963224653,0.24986603970566174
312,4,NN2,Pres,25,0.9921292087965133,0.08622865443733947
313,4,NN2,Temp,25,0.9682707778538159,0.1550709986555792
314,4,NN2,UR,25,0.9309982602751227,0.24546002087240676
315,5,NN2,Pres,25,0.9919418921435904,0.08796582088342464
316,5,NN2,Temp,25,0.9684966460853285,0.1553241870384118
317,5,NN2,UR,25,0.9344855164722049,0.24314041698822808
318,6,NN2,Pres,25,0.992202834413332,0.08638793635903491
319,6,NN2,Temp,25,0.9670533328534546,0.15831004578588653
320,6,NN2,UR,25,0.9348493889313978,0.23738781073004628
321,7,NN2,Pres,25,0.9925784747061636,0.083345087168136
322,7,NN2,Temp,25,0.9669313799366458,0.15614536855653222
323,7,NN2,UR,25,0.9287942388733544,0.24920902448467058
324,8,NN2,Pres,25,0.9915949973456322,0.08721411049240393
325,8,NN2,Temp,25,0.9675240448416883,0.1579151700391596
326,8,NN2,UR,25,0.9299647229094667,0.24821231150671255
327,9,NN2,Pres,25,0.9912834792217119,0.09229809220470173
328,9,NN2,Temp,25,0.9648361741934991,0.16180357680668805
329,9,NN2,UR,25,0.9290162963224653,0.24986603970566174
330,10,NN2,Pres,25,0.9927835259483506,0.08146951210501344
331,10,NN2,Temp,25,0.9699431018417697,0.1516870620019603
332,10,NN2,UR,25,0.9348079097990051,0.2439366377472369
333,11,NN2,Pres,25,0.9924641609938115,0.0838820657106692
334,11,NN2,Temp,25,0.9686442294883709,0.15497543296900945
335,11,NN2,UR,25,0.9352631154758273,0.24138324236905373
336,12,NN2,Pres,25,0.9931257447307633,0.08042283605340689
337,12,NN2,Temp,25,0.9594338936688709,0.17561864915636058
338,12,NN2,UR,25,0.9329555794158219,0.24939652714043953
339,13,NN2,Pres,25,0.9920141024987355,0.08655039539220107
340,13,NN2,Temp,25,0.9721365852953114,0.14783833925428363
341,13,NN2,UR,25,0.9263930677257894,0.25486056177858857
342,14,NN2,Pres,25,0.9907821738872926,0.09398452935156854
343,14,NN2,Temp,25,0.9693752769830374,0.1553732857693501
344,14,NN2,UR,25,0.9338031265919777,0.24401377009110456
345,15,NN2,Pres,25,0.992107107138754,0.0851896130529536
346,15,NN2,Temp,25,0.9693752769830374,0.1553732857693501
347,15,NN2,UR,25,0.9299647229094667,0.24821231150671255
348,16,NN2,Pres,25,0.9929825085900743,0.08259580038222467
349,16,NN2,Temp,25,0.9692003025548062,0.1548724250589235
350,16,NN2,UR,25,0.9328683053611891,0.24436667530647163
351,17,NN2,Pres,25,0.993799711962252,0.07866875127756108
352,17,NN2,Temp,25,0.9648849558619684,0.1637081763522486
353,17,NN2,UR,25,0.9338031265919777,0.24401377009110456
354,18,NN2,Pres,25,0.9925006805478451,0.0857265199557775
355,18,NN2,Temp,25,0.968118546367463,0.15634597005768833
356,18,NN2,UR,25,0.9309982602751227,0.24546002087240676
357,19,NN2,Pres,25,0.993379144967866,0.07849227179819117
358,19,NN2,Temp,25,0.9701072440302497,0.15249863569037508
359,19,NN2,UR,25,0.9283831771226467,0.24506137122700722
360,20,NN2,Pres,25,0.9938886094464453,0.07597199492126698
361,20,NN2,Temp,25,0.9699431018417697,0.1516870620019603
362,20,NN2,UR,25,0.9354519445145831,0.23782396873517098
363,21,NN2,Pres,25,0.9927869398244057,0.08317391805847141
364,21,NN2,Temp,25,0.9657599835336408,0.16340156341213322
365,21,NN2,UR,25,0.9290162963224653,0.24986603970566174
366,22,NN2,Pres,25,0.992617505469353,0.08241129799287154
367,22,NN2,Temp,25,0.9671085421715485,0.16064178861640419
368,22,NN2,UR,25,0.9348079097990051,0.2439366377472369
369,23,NN2,Pres,25,0.992651248191361,0.08315218010866504
370,23,NN2,Temp,25,0.9684259518924369,0.15411770378910444
371,23,NN2,UR,25,0.9354485109662977,0.23904378360464354
372,24,NN2,Pres,25,0.9934491937194057,0.07990560264541684
373,24,NN2,Temp,25,0.9661808493534312,0.16492780171041785
374,24,NN2,UR,25,0.9348079097990051,0.2439366377472369
375,25,NN2,Pres,25,0.992617505469353,0.08241129799287154
376,25,NN2,Temp,25,0.9628138582209552,0.16862066591173056
377,25,NN2,UR,25,0.9251962922800782,0.26032557544416035
378,26,NN2,Pres,25,0.9927334164487466,0.08398160823329483
379,26,NN2,Temp,25,0.9628138582209552,0.16862066591173056
380,26,NN2,UR,25,0.9329555794158219,0.24939652714043953
381,27,NN2,Pres,25,0.9921896665561757,0.08689820140281332
382,27,NN2,Temp,25,0.9694260053662358,0.15566537432337893
383,27,NN2,UR,25,0.9312141429804874,0.24515426426342574
384,28,NN2,Pres,25,0.9920698694586001,0.08661770042268731
385,28,NN2,Temp,25,0.9701891296526075,0.15021098905062702
386,28,NN2,UR,25,0.9338031265919777,0.24401377009110456
387,29,NN2,Pres,25,0.9932945569756402,0.08022237288437566
388,29,NN2,Temp,25,0.9648863681196226,0.16416020651180413
389,29,NN2,UR,25,0.9283831771226467,0.24506137122700722
390,30,NN2,Pres,25,0.9928109852353789,0.08229313379534611
391,30,NN2,Temp,25,0.9685041813289834,0.1555793895718647
392,30,NN2,UR,25,0.9245885133859557,0.2640288550322334
393,31,NN2,Pres,25,0.9920141024987355,0.08655039539220107
394,31,NN2,Temp,25,0.9649173443026973,0.16036925399961907
395,31,NN2,UR,25,0.9344855164722049,0.24314041698822808
396,32,NN2,Pres,25,0.9937069519130378,0.07745456650803362
397,32,NN2,Temp,25,0.9677527443735434,0.15789541720153333
398,32,NN2,UR,25,0.9299647229094667,0.24821231150671255
399,33,NN2,Pres,25,0.9928487682931973,0.0816130405617035
400,33,NN2,Temp,25,0.9682730215968886,0.15726735254963045
