,Seed,Technique,Feature,Percentage,R2,RMSE
360,20,Average4v,Pres,25,0.9402861536396373,0.23747671594023526
361,20,Average4v,Temp,25,0.8690252203743998,0.31664329629094673
362,20,Average4v,UR,25,0.7799469568686701,0.43911445108874586
363,21,Average4v,Pres,25,0.9399425040968505,0.2399998623858948
364,21,Average4v,Temp,25,0.8641769606159098,0.3254437589079771
365,21,Average4v,UR,25,0.7734818273298533,0.44635399933775965
366,22,Average4v,Pres,25,0.9362061968760832,0.24225593989159253
367,22,Average4v,Temp,25,0.872310890360302,0.31651471020846705
368,22,Average4v,UR,25,0.7918320697088717,0.4358996223841784
369,23,Average4v,Pres,25,0.9376208540962542,0.24226270506515168
370,23,Average4v,Temp,25,0.8662244607013386,0.31723109614732803
371,23,Average4v,UR,25,0.7859232255185897,0.43532047877646235
372,24,Average4v,Pres,25,0.9416900455342685,0.2383972295305003
373,24,Average4v,Temp,25,0.8650436969751548,0.3294648661585827
374,24,Average4v,UR,25,0.7918320697088717,0.4358996223841784
375,25,Average4v,Pres,25,0.9362061968760832,0.24225593989159253
376,25,Average4v,Temp,25,0.8710595861811532,0.3139892428185101
377,25,Average4v,UR,25,0.7828263321469278,0.44356662141822845
378,26,Average4v,Pres,25,0.9390533728738925,0.2432169787750968
379,26,Average4v,Temp,25,0.8710595861811532,0.3139892428185101
380,26,Average4v,UR,25,0.7961771457524639,0.4348460407256229
381,27,Average4v,Pres,25,0.9398903061152789,0.2410728254796574
382,27,Average4v,Temp,25,0.8681300300115814,0.3232874766771563
383,27,Average4v,UR,25,0.7843539899226393,0.43407081733722597
384,28,Average4v,Pres,25,0.9372011905251351,0.24374863183692475
385,28,Average4v,Temp,25,0.867215654335707,0.3170208431867907
386,28,Average4v,UR,25,0.7890638864444346,0.43558314496124473
387,29,Average4v,Pres,25,0.9384702100131161,0.24301018821116005
388,29,Average4v,Temp,25,0.8656531291211329,0.3211025774790085
389,29,Average4v,UR,25,0.7718155052825304,0.43743184777554156
390,30,Average4v,Pres,25,0.9419020208927814,0.2339426613721801
391,30,Average4v,Temp,25,0.8691568968453712,0.31710349612069794
392,30,Average4v,UR,25,0.78056324458698,0.45038853620788866
393,31,Average4v,Pres,25,0.9394434263969771,0.23833500728881632
394,31,Average4v,Temp,25,0.8627448176975445,0.31720443720571434
395,31,Average4v,UR,25,0.7816977539330239,0.4438309647677712
